Saved path: toy_store, hardware_store, bike_shop, bakery, barber_shop, pharmacy, music_store, bank, pizzeria, bookstore, cafe, dentist, grocery_store, tech_shop, noodle_house : 42890
Saved path: grocery_store, clothing_store, noodle_house, toy_store, barber_shop, bakery, bike_shop, party_store, pharmacy, music_store, florist, gym, craft_shop, dentist, cafe : 42571
Saved path: salon, party_store, pharmacy, gelateria, florist, bank, pizzeria, dentist, cafe, grocery_store, clothing_store, toy_store, hardware_store, pet_store, bakery : 41480
Saved path: noodle_house, toy_store, gym, hardware_store, jewelry_store, salon, bakery, party_store, gelateria, bank, craft_shop, pizzeria, cafe, grocery_store, clothing_store : 32821
Saved path: toy_store, noodle_house, tech_shop, burger_joint, gym, jewelry_store, pet_store, bakery, gelateria, florist, pizzeria, bookstore, dentist, grocery_store, clothing_store : 48342
Saved path: gym, bakery, pet_store, bike_shop, salon, toy_store, clothing_store, grocery_store, dentist, cafe, bookstore, pizzeria, florist, bank, craft_shop : 41155
Saved path: bank, craft_shop, dentist, cafe, grocery_store, clothing_store, toy_store, bakery, pet_store, bike_shop, salon, jewelry_store, party_store, gelateria, music_store : 46499
Saved path: barber_shop, jewelry_store, salon, bike_shop, bakery, pharmacy, florist, craft_shop, pizzeria, gym, burger_joint, grocery_store, clothing_store, noodle_house, toy_store : 35918
Saved path: gelateria, music_store, bank, bookstore, cafe, dentist, grocery_store, clothing_store, noodle_house, toy_store, jewelry_store, bakery, bike_shop, salon, party_store : 39841
Saved path: bookstore, pizzeria, bank, music_store, gelateria, party_store, bakery, jewelry_store, hardware_store, gym, toy_store, noodle_house, clothing_store, dentist, cafe : 39934
Saved path: dentist, cafe, burger_joint, tech_shop, noodle_house, toy_store, hardware_store, jewelry_store, bakery, party_store, pharmacy, gelateria, florist, bank, craft_shop : 32186
Saved path: cafe, burger_joint, noodle_house, toy_store, gym, pet_store, salon, jewelry_store, party_store, gelateria, music_store, florist, pizzeria, craft_shop, dentist : 48473
Saved path: clothing_store, tech_shop, noodle_house, toy_store, gym, hardware_store, bike_shop, bakery, barber_shop, party_store, music_store, gelateria, bank, dentist, cafe : 44916
Saved path: music_store, pharmacy, bakery, bike_shop, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, burger_joint, hardware_store, gym, pizzeria, craft_shop, florist : 37589
Saved path: party_store, bakery, bike_shop, jewelry_store, hardware_store, gym, burger_joint, tech_shop, toy_store, grocery_store, dentist, pizzeria, bank, florist, gelateria : 40247
Saved path: music_store, gelateria, pharmacy, bakery, bike_shop, jewelry_store, barber_shop, toy_store, tech_shop, bookstore, burger_joint, hardware_store, gym, craft_shop, bank : 39150
Saved path: craft_shop, pizzeria, gym, burger_joint, noodle_house, toy_store, barber_shop, jewelry_store, salon, bike_shop, pet_store, bakery, pharmacy, gelateria, music_store : 45651
Saved path: grocery_store, cafe, burger_joint, hardware_store, gym, bank, pharmacy, party_store, bike_shop, pet_store, bakery, jewelry_store, barber_shop, toy_store, clothing_store : 44454
Saved path: tech_shop, burger_joint, bakery, bike_shop, party_store, pharmacy, music_store, craft_shop, pizzeria, bookstore, dentist, grocery_store, clothing_store, toy_store, noodle_house : 38015
Saved path: bookstore, grocery_store, toy_store, noodle_house, tech_shop, burger_joint, hardware_store, salon, bakery, pharmacy, gelateria, music_store, florist, bank, craft_shop : 31199
Saved path: bank, florist, gym, bakery, salon, jewelry_store, hardware_store, burger_joint, bookstore, tech_shop, noodle_house, toy_store, clothing_store, grocery_store, dentist : 33726
Saved path: gelateria, bike_shop, pet_store, bakery, barber_shop, hardware_store, gym, toy_store, tech_shop, clothing_store, dentist, bookstore, pizzeria, craft_shop, music_store : 56300
Saved path: pizzeria, gym, burger_joint, bookstore, dentist, grocery_store, clothing_store, tech_shop, toy_store, barber_shop, bakery, pharmacy, music_store, bank, craft_shop : 42351
Saved path: jewelry_store, bakery, party_store, pharmacy, music_store, florist, craft_shop, bookstore, cafe, grocery_store, clothing_store, noodle_house, toy_store, gym, hardware_store : 34178
Saved path: noodle_house, toy_store, gym, hardware_store, barber_shop, bakery, pet_store, bike_shop, pharmacy, gelateria, bank, bookstore, dentist, grocery_store, clothing_store : 52983
Saved path: bakery, pet_store, bike_shop, party_store, hardware_store, gym, florist, bookstore, burger_joint, cafe, grocery_store, clothing_store, tech_shop, toy_store, barber_shop : 46422
Saved path: bank, pizzeria, gym, hardware_store, burger_joint, bookstore, dentist, clothing_store, toy_store, barber_shop, bakery, bike_shop, salon, pharmacy, florist : 43137
Saved path: bakery, pet_store, bike_shop, pharmacy, gelateria, florist, craft_shop, pizzeria, gym, cafe, grocery_store, clothing_store, toy_store, barber_shop, jewelry_store : 45043
Saved path: pizzeria, florist, bank, craft_shop, dentist, cafe, bookstore, tech_shop, toy_store, barber_shop, party_store, salon, bakery, pet_store, gym : 47427
Saved path: dentist, grocery_store, clothing_store, noodle_house, bookstore, burger_joint, gym, hardware_store, jewelry_store, bike_shop, bakery, pharmacy, gelateria, music_store, craft_shop : 42956
Saved path: gym, toy_store, clothing_store, tech_shop, burger_joint, cafe, dentist, craft_shop, florist, gelateria, pharmacy, party_store, bakery, pet_store, bike_shop : 45479
