Saved path: hardware_store, jewelry_store, bike_shop, barber_shop, salon, noodle_house, clothing_store, bookstore, burger_joint, cafe, pizzeria, craft_shop, pet_store, gelateria, music_store : 64563
Saved path: cafe, burger_joint, hardware_store, gym, craft_shop, music_store, barber_shop, salon, toy_store, noodle_house, clothing_store, grocery_store, tech_shop, pizzeria, dentist : 49112
Saved path: noodle_house, grocery_store, tech_shop, pizzeria, bookstore, burger_joint, gym, pet_store, florist, gelateria, bank, pharmacy, party_store, bike_shop, barber_shop : 68734
Saved path: party_store, bike_shop, barber_shop, noodle_house, grocery_store, bookstore, cafe, dentist, pizzeria, craft_shop, pet_store, music_store, gym, hardware_store, bakery : 61900
Saved path: toy_store, bookstore, cafe, pizzeria, craft_shop, pet_store, florist, music_store, bank, gelateria, party_store, jewelry_store, barber_shop, salon, noodle_house : 69154
Saved path: cafe, grocery_store, clothing_store, noodle_house, salon, barber_shop, jewelry_store, pharmacy, music_store, gelateria, florist, pet_store, pizzeria, gym, hardware_store : 63758
Saved path: toy_store, salon, barber_shop, bakery, music_store, bank, gelateria, florist, gym, hardware_store, bookstore, cafe, dentist, tech_shop, clothing_store : 56977
Saved path: bike_shop, jewelry_store, party_store, pharmacy, bank, music_store, florist, pizzeria, dentist, grocery_store, noodle_house, toy_store, hardware_store, salon, barber_shop : 69977
Saved path: salon, barber_shop, bike_shop, jewelry_store, party_store, pharmacy, bank, pet_store, craft_shop, pizzeria, dentist, burger_joint, grocery_store, clothing_store, toy_store : 68712
Saved path: bank, florist, pet_store, craft_shop, pizzeria, dentist, clothing_store, salon, toy_store, burger_joint, gym, hardware_store, bakery, pharmacy, gelateria : 59341
Saved path: pizzeria, dentist, cafe, bookstore, clothing_store, noodle_house, toy_store, barber_shop, bike_shop, party_store, pharmacy, music_store, bank, pet_store, gym : 68411
Saved path: noodle_house, toy_store, barber_shop, party_store, bakery, gelateria, music_store, florist, pet_store, gym, burger_joint, bookstore, dentist, tech_shop, grocery_store : 59557
Saved path: barber_shop, salon, noodle_house, grocery_store, tech_shop, dentist, bookstore, burger_joint, gym, craft_shop, gelateria, bank, music_store, pharmacy, jewelry_store : 65540
Saved path: barber_shop, bike_shop, party_store, bakery, pharmacy, music_store, florist, pet_store, craft_shop, pizzeria, dentist, tech_shop, bookstore, burger_joint, gym : 60652
Saved path: cafe, bookstore, burger_joint, hardware_store, toy_store, noodle_house, salon, barber_shop, jewelry_store, music_store, bank, gelateria, florist, dentist, tech_shop : 66537
Saved path: grocery_store, dentist, craft_shop, pet_store, florist, music_store, gelateria, pharmacy, bakery, jewelry_store, hardware_store, gym, bookstore, noodle_house, clothing_store : 55612
Saved path: salon, hardware_store, party_store, bike_shop, pharmacy, gelateria, bank, pet_store, craft_shop, pizzeria, dentist, cafe, bookstore, tech_shop, clothing_store : 64129
Saved path: clothing_store, noodle_house, barber_shop, bakery, party_store, music_store, bank, gelateria, pet_store, craft_shop, pizzeria, gym, hardware_store, burger_joint, grocery_store : 65598
Saved path: hardware_store, bookstore, dentist, tech_shop, noodle_house, toy_store, salon, barber_shop, bike_shop, music_store, bank, gelateria, florist, craft_shop, gym : 61881
Saved path: cafe, tech_shop, pizzeria, pet_store, florist, music_store, gelateria, pharmacy, bakery, party_store, jewelry_store, bike_shop, barber_shop, clothing_store, burger_joint : 61788
Saved path: gym, bike_shop, jewelry_store, party_store, pharmacy, gelateria, bank, pet_store, pizzeria, tech_shop, grocery_store, clothing_store, noodle_house, salon, hardware_store : 66860
Saved path: jewelry_store, party_store, bakery, pharmacy, bank, pet_store, dentist, tech_shop, grocery_store, clothing_store, noodle_house, salon, toy_store, gym, hardware_store : 65361
Saved path: craft_shop, pizzeria, tech_shop, cafe, bookstore, burger_joint, toy_store, clothing_store, noodle_house, barber_shop, jewelry_store, bakery, gelateria, bank, pet_store : 65564
Saved path: gelateria, gym, burger_joint, bookstore, dentist, pizzeria, tech_shop, salon, hardware_store, bike_shop, party_store, bakery, pharmacy, music_store, bank : 66225
Saved path: noodle_house, clothing_store, tech_shop, cafe, bookstore, craft_shop, pet_store, gelateria, bank, music_store, pharmacy, bakery, party_store, bike_shop, salon : 57992
