Saved path: tech_shop, toy_store, barber_shop, jewelry_store, salon, bakery, pet_store, gelateria, music_store, party_store, hardware_store, gym, bookstore, dentist, grocery_store : 53812
Saved path: gym, toy_store, tech_shop, clothing_store, grocery_store, dentist, bookstore, pizzeria, florist, music_store, party_store, salon, bike_shop, pet_store, bakery : 48390
Saved path: barber_shop, toy_store, grocery_store, tech_shop, noodle_house, hardware_store, gym, pizzeria, craft_shop, bank, music_store, party_store, salon, bakery, jewelry_store : 37080
Saved path: hardware_store, jewelry_store, salon, bakery, pet_store, pharmacy, music_store, bank, pizzeria, bookstore, dentist, clothing_store, noodle_house, toy_store, gym : 50481
Saved path: bakery, salon, party_store, pharmacy, gelateria, music_store, bank, craft_shop, gym, toy_store, clothing_store, grocery_store, tech_shop, noodle_house, pet_store : 41965
Saved path: craft_shop, bank, florist, gelateria, party_store, salon, bakery, pet_store, hardware_store, gym, toy_store, noodle_house, clothing_store, grocery_store, pizzeria : 40833
Saved path: toy_store, noodle_house, tech_shop, clothing_store, grocery_store, cafe, pizzeria, craft_shop, florist, gelateria, pharmacy, jewelry_store, salon, bakery, gym : 32299
Saved path: burger_joint, tech_shop, clothing_store, toy_store, gym, hardware_store, bakery, salon, party_store, music_store, gelateria, bank, craft_shop, dentist, cafe : 36811
Saved path: party_store, pharmacy, music_store, florist, pizzeria, craft_shop, dentist, grocery_store, burger_joint, noodle_house, toy_store, barber_shop, jewelry_store, bakery, salon : 37647
Saved path: jewelry_store, burger_joint, tech_shop, toy_store, clothing_store, dentist, bookstore, pizzeria, craft_shop, florist, gym, hardware_store, pet_store, bakery, salon : 45199
Saved path: grocery_store, dentist, craft_shop, gelateria, pharmacy, bakery, bike_shop, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, burger_joint, bookstore, clothing_store : 40307
Saved path: bakery, party_store, pharmacy, music_store, bank, craft_shop, dentist, cafe, bookstore, burger_joint, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store : 36072
Saved path: pet_store, bike_shop, salon, jewelry_store, hardware_store, toy_store, noodle_house, tech_shop, burger_joint, dentist, bank, florist, music_store, pharmacy, bakery : 46765
Saved path: tech_shop, noodle_house, toy_store, gym, hardware_store, pet_store, bakery, party_store, pharmacy, gelateria, florist, pizzeria, bookstore, dentist, burger_joint : 45124
Saved path: music_store, pharmacy, barber_shop, bakery, hardware_store, toy_store, noodle_house, tech_shop, burger_joint, dentist, cafe, bookstore, pizzeria, bank, florist : 39364
Saved path: bank, florist, pharmacy, salon, bike_shop, pet_store, bakery, barber_shop, toy_store, clothing_store, cafe, burger_joint, gym, pizzeria, craft_shop : 44310
Saved path: jewelry_store, barber_shop, bakery, pet_store, party_store, pharmacy, gelateria, pizzeria, craft_shop, dentist, bookstore, tech_shop, toy_store, gym, hardware_store : 50058
Saved path: gelateria, music_store, florist, bank, craft_shop, gym, bookstore, tech_shop, toy_store, barber_shop, jewelry_store, bike_shop, pet_store, bakery, pharmacy : 46674
Saved path: burger_joint, cafe, tech_shop, toy_store, barber_shop, bakery, pet_store, salon, party_store, pharmacy, florist, bank, craft_shop, pizzeria, gym : 42132
Saved path: cafe, bookstore, clothing_store, noodle_house, toy_store, hardware_store, jewelry_store, bakery, pet_store, bike_shop, party_store, pharmacy, gelateria, craft_shop, dentist : 47595
Saved path: toy_store, tech_shop, burger_joint, bookstore, pizzeria, gym, bank, music_store, gelateria, pharmacy, salon, bike_shop, pet_store, bakery, barber_shop : 47198
Saved path: gelateria, pharmacy, bike_shop, bakery, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, dentist, bookstore, burger_joint, gym, bank : 42580
Saved path: pharmacy, florist, craft_shop, dentist, grocery_store, clothing_store, noodle_house, toy_store, gym, hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop : 49940
Saved path: pizzeria, bank, gelateria, pharmacy, party_store, jewelry_store, salon, pet_store, bakery, toy_store, noodle_house, bookstore, cafe, dentist, craft_shop : 44308
Saved path: cafe, grocery_store, clothing_store, toy_store, tech_shop, burger_joint, gym, hardware_store, salon, bike_shop, bakery, gelateria, music_store, pizzeria, dentist : 40686
Saved path: party_store, pharmacy, music_store, florist, craft_shop, dentist, cafe, grocery_store, clothing_store, toy_store, noodle_house, burger_joint, gym, bike_shop, jewelry_store : 40731
Saved path: music_store, gelateria, pharmacy, bakery, pet_store, hardware_store, burger_joint, tech_shop, noodle_house, toy_store, gym, pizzeria, craft_shop, bank, florist : 40851
Saved path: gym, toy_store, tech_shop, clothing_store, grocery_store, cafe, dentist, bank, florist, pharmacy, party_store, salon, bakery, barber_shop, hardware_store : 38457
Saved path: party_store, salon, bike_shop, bakery, jewelry_store, gym, toy_store, noodle_house, burger_joint, bookstore, dentist, craft_shop, pizzeria, florist, gelateria : 39427
Saved path: bookstore, cafe, tech_shop, noodle_house, toy_store, gym, hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop, salon, music_store, pizzeria : 47825
