Saved path: dentist, cafe, bookstore, gym, hardware_store, toy_store, noodle_house, barber_shop, jewelry_store, party_store, bakery, music_store, gelateria, florist, craft_shop : 59836
Saved path: bike_shop, pharmacy, music_store, bank, gelateria, pet_store, gym, craft_shop, pizzeria, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, barber_shop : 59702
Saved path: bakery, gelateria, bank, music_store, pizzeria, tech_shop, cafe, bookstore, clothing_store, noodle_house, toy_store, salon, jewelry_store, party_store, bike_shop : 66241
Saved path: jewelry_store, gelateria, bank, florist, pet_store, gym, burger_joint, cafe, dentist, pizzeria, tech_shop, clothing_store, toy_store, barber_shop, bike_shop : 71994
Saved path: toy_store, noodle_house, clothing_store, tech_shop, cafe, bookstore, craft_shop, pet_store, gelateria, music_store, pharmacy, bakery, barber_shop, salon, hardware_store : 47940
Saved path: toy_store, salon, hardware_store, party_store, bakery, music_store, bank, gelateria, florist, dentist, bookstore, cafe, tech_shop, grocery_store, clothing_store : 58914
Saved path: music_store, bank, florist, pet_store, pizzeria, dentist, cafe, bookstore, grocery_store, clothing_store, noodle_house, toy_store, salon, jewelry_store, bike_shop : 69476
Saved path: dentist, pizzeria, pet_store, florist, music_store, bank, gelateria, pharmacy, bakery, gym, hardware_store, salon, clothing_store, grocery_store, tech_shop : 58508
Saved path: florist, gelateria, music_store, bakery, party_store, jewelry_store, barber_shop, salon, toy_store, noodle_house, clothing_store, tech_shop, bookstore, hardware_store, gym : 56754
Saved path: bookstore, burger_joint, pizzeria, pet_store, florist, bank, gelateria, bike_shop, party_store, bakery, barber_shop, salon, noodle_house, clothing_store, grocery_store : 66579
Saved path: music_store, bank, gelateria, craft_shop, pizzeria, dentist, cafe, burger_joint, bookstore, clothing_store, noodle_house, toy_store, gym, bike_shop, jewelry_store : 64402
Saved path: gelateria, pet_store, gym, craft_shop, pizzeria, dentist, cafe, bookstore, grocery_store, noodle_house, salon, barber_shop, pharmacy, music_store, bank : 58200
Saved path: salon, clothing_store, grocery_store, dentist, cafe, hardware_store, gym, pet_store, florist, music_store, pharmacy, party_store, jewelry_store, bike_shop, barber_shop : 62286
Saved path: clothing_store, noodle_house, salon, toy_store, gym, hardware_store, jewelry_store, music_store, florist, pet_store, pizzeria, cafe, burger_joint, bookstore, grocery_store : 61932
Saved path: pharmacy, gelateria, music_store, florist, pet_store, craft_shop, gym, bookstore, cafe, grocery_store, noodle_house, hardware_store, jewelry_store, party_store, bakery : 53331
Saved path: gelateria, music_store, florist, craft_shop, dentist, cafe, burger_joint, bookstore, grocery_store, clothing_store, salon, barber_shop, party_store, bakery, pharmacy : 51353
Saved path: party_store, bike_shop, barber_shop, salon, noodle_house, grocery_store, tech_shop, cafe, bookstore, gym, craft_shop, pet_store, florist, pharmacy, bakery : 51096
Saved path: party_store, bike_shop, gym, hardware_store, salon, burger_joint, bookstore, cafe, tech_shop, dentist, pizzeria, craft_shop, pet_store, bank, pharmacy : 67767
Saved path: burger_joint, tech_shop, grocery_store, clothing_store, noodle_house, salon, jewelry_store, bakery, hardware_store, gym, pet_store, bank, florist, craft_shop, dentist : 66388
Saved path: hardware_store, jewelry_store, bike_shop, bakery, music_store, bank, gelateria, pet_store, craft_shop, pizzeria, cafe, grocery_store, clothing_store, noodle_house, toy_store : 61047
Saved path: tech_shop, dentist, bookstore, burger_joint, gym, craft_shop, music_store, bank, gelateria, bakery, bike_shop, hardware_store, salon, noodle_house, clothing_store : 57872
Saved path: cafe, tech_shop, toy_store, salon, barber_shop, bike_shop, jewelry_store, party_store, bakery, pharmacy, gelateria, bank, florist, pet_store, craft_shop : 65671
Saved path: pharmacy, bakery, party_store, hardware_store, salon, toy_store, clothing_store, dentist, cafe, bookstore, burger_joint, gym, pet_store, bank, gelateria : 62275
